NUMERO_FACTURA|ID_CONTRATO|VALOR_FACTURADO|FECHA_MAX_PAGO|FECHA_FACTURACION|FECHA_CORTE|CICLO_FACTURACION|CUENTA
001-230-005739344|125380200136426593|16.1|14/07/2025 00:00:00|06/07/2025 21:39:10|06/07/2025 00:00:00|26|8554221354
001-230-005745102|109490200138411898|16.1|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8554964845
001-230-005747279|100670200126036427|23.23|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8549336370
001-230-005738563|125360200134127214|20.7|18/07/2025 00:00:00|06/07/2025 21:39:09|06/07/2025 00:00:00|26|8552210321
001-230-005737617|112100200133667092|34.58|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8552599701
001-230-005739379|103670200137030313|32.2|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8554484466
001-230-005743715|109230200138459037|18.4|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555054893
001-230-005744759|107480200135275898|23.0|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8553579007
001-230-005748383|103480200138403674|27.83|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8554974611
001-230-005744206|121920200138416106|14.93|14/07/2025 00:00:00|06/07/2025 21:39:10|06/07/2025 00:00:00|26|8554986980
001-230-005744919|109750200138419848|15.18|18/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8555049056
001-230-005747071|102370200138416010|20.7|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8554975957
001-230-005740620|119500200138432318|23.0|18/07/2025 00:00:00|06/07/2025 21:39:19|06/07/2025 00:00:00|26|8555047320
001-230-005745759|124750200138435481|20.7|14/07/2025 00:00:00|06/07/2025 21:39:37|06/07/2025 00:00:00|26|8555045413
001-230-005745412|107400200138429283|27.83|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555035224
001-230-005744261|123880200138439513|24.15|18/07/2025 00:00:00|06/07/2025 21:39:31|06/07/2025 00:00:00|26|8555051492
001-230-005745815|107200200138432138|21.85|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555037313
001-230-005738075|113320200138425566|18.4|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555046135
001-230-005738647|125530200138456401|18.4|14/07/2025 00:00:00|06/07/2025 21:39:12|06/07/2025 00:00:00|26|8555050837
001-230-005738827|127930200138453336|18.4|14/07/2025 00:00:00|06/07/2025 21:39:34|06/07/2025 00:00:00|26|8555041783
001-230-005744863|123580200136388111|21.85|18/07/2025 00:00:00|06/07/2025 21:39:28|06/07/2025 00:00:00|26|8554177153
001-230-005744594|108220200136375979|21.85|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8554179077
001-230-005736758|110870200136383420|23.0|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8554219699
001-230-005743538|121880200136408767|25.53|14/07/2025 00:00:00|06/07/2025 21:39:10|06/07/2025 00:00:00|26|8554197970
001-230-005745443|108160200136413675|18.63|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8554201946
001-230-005744952|107470200135260288|31.45|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8553477046
001-230-005741214|119250200136334369|24.38|18/07/2025 00:00:00|06/07/2025 21:39:16|06/07/2025 00:00:00|26|8554183052
001-230-005750342|117090200136424043|16.1|14/07/2025 00:00:00|06/07/2025 21:39:33|06/07/2025 00:00:00|26|8554230212
001-230-005749759|114280200136369511|28.75|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8554169148
001-230-005737444|114210200136397734|18.63|14/07/2025 00:00:00|06/07/2025 21:39:08|06/07/2025 00:00:00|26|8554220799
001-230-005740067|107010200136401552|16.1|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8554198897
001-230-005740240|104330200136407917|8.62|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8554220883
001-230-005739797|121150200136301404|23.0|18/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8554179007
001-230-005748601|116950200136415538|22.19|18/07/2025 00:00:00|06/07/2025 21:39:31|06/07/2025 00:00:00|26|8554178164
001-230-005737270|113100200136433201|21.31|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8554237401
001-230-005748226|100330200136397235|15.18|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8554158174
001-230-005739070|126710200136386430|24.38|18/07/2025 00:00:00|06/07/2025 21:39:24|06/07/2025 00:00:00|26|8554165082
001-230-005746351|122560200136417804|19.66|18/07/2025 00:00:00|06/07/2025 21:39:17|06/07/2025 00:00:00|26|8554157091
001-230-005738455|113330200136414383|16.1|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8554214941
001-230-005742359|105060200136426499|16.1|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8554225307
001-230-005745778|110600200136320029|16.1|14/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8554132593
001-230-005745282|122880200136427008|18.4|14/07/2025 00:00:00|06/07/2025 21:39:22|06/07/2025 00:00:00|26|8554222354
001-230-005737324|127490200137020898|20.93|14/07/2025 00:00:00|06/07/2025 21:39:31|06/07/2025 00:00:00|26|8554485143
001-230-005747737|103030200137008350|18.4|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8554483011
001-230-005747498|100990200138408475|23.0|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8554974759
001-230-005736261|112740200137573378|20.7|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8554500912
001-230-005748097|103010200138305047|14.93|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8554699660
001-230-005747466|115410200138405414|21.85|18/07/2025 00:00:00|06/07/2025 21:39:15|06/07/2025 00:00:00|26|8554970665
001-230-005736619|112540200138415123|16.1|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8554963958
001-230-005748293|116300200138406847|20.7|18/07/2025 00:00:00|06/07/2025 21:39:23|06/07/2025 00:00:00|26|8554975691
001-230-005743295|121780200121501777|29.9|18/07/2025 00:00:00|06/07/2025 21:39:08|06/07/2025 00:00:00|26|8547333000
001-230-005743620|108130200120169099|19.55|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8546681132
001-230-005741078|119060200120182370|21.85|18/07/2025 00:00:00|06/07/2025 21:39:14|06/07/2025 00:00:00|26|8546690073
001-230-005738431|112010200124200629|33.98|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8547964950
001-230-005745035|108000200126077771|24.15|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8549352763
001-230-005739350|125560200120156115|29.9|18/07/2025 00:00:00|06/07/2025 21:39:12|06/07/2025 00:00:00|26|8546704131
001-230-005748627|116020200135274270|16.1|14/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8553533400
001-230-005739322|127780200122718918|22.08|18/07/2025 00:00:00|06/07/2025 21:39:33|06/07/2025 00:00:00|26|8547844873
001-230-005747947|115890200135258969|14.03|14/07/2025 00:00:00|06/07/2025 21:39:19|06/07/2025 00:00:00|26|8553533010
001-230-005740900|118090200135272745|19.78|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8553416147
001-230-005747888|115560200123877212|21.85|18/07/2025 00:00:00|06/07/2025 21:39:16|06/07/2025 00:00:00|26|8548405007
001-230-005742591|120160200119853435|19.55|18/07/2025 00:00:00|06/07/2025 21:39:28|06/07/2025 00:00:00|26|8546081799
001-230-005743340|122230200125384028|20.7|18/07/2025 00:00:00|06/07/2025 21:39:14|06/07/2025 00:00:00|26|8549134091
001-230-005744772|107800200125409016|20.7|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8549164078
001-230-005744655|108670200129051154|23.0|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8550344726
001-230-005745615|122800200133654423|17.25|18/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8552601353
001-230-005737207|127460200138591573|75.91|14/07/2025 00:00:00|06/07/2025 21:39:31|06/07/2025 00:00:00|26|8555118301
001-230-005745085|108830200125279820|32.52|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8549121169
001-230-005747351|117740200125611621|19.55|18/07/2025 00:00:00|06/07/2025 21:39:40|06/07/2025 00:00:00|26|8549331601
001-230-005738557|114190200126077510|34.5|18/07/2025 00:00:00|06/07/2025 21:39:08|06/07/2025 00:00:00|26|8549353381
001-230-005742123|119340200135266606|18.63|14/07/2025 00:00:00|06/07/2025 21:39:17|06/07/2025 00:00:00|26|8553522215
001-230-005746569|107760200122956131|22.08|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8547965128
001-230-005744536|108110200120041608|19.55|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8546628008
001-230-005738461|111510200122926380|26.68|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8547983021
001-230-005737979|110710200121533133|19.55|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8547292025
001-230-005743742|124970200122868658|25.53|18/07/2025 00:00:00|06/07/2025 21:39:39|06/07/2025 00:00:00|26|8547957015
001-230-005749847|117010200132234504|23.23|18/07/2025 00:00:00|06/07/2025 21:39:31|06/07/2025 00:00:00|26|8551977425
001-230-005742869|119950200130872332|20.7|18/07/2025 00:00:00|06/07/2025 21:39:25|06/07/2025 00:00:00|26|8551530343
001-230-005746099|110180200125390086|20.7|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8549159067
001-230-005736355|111390200122930604|26.68|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8547949102
001-230-005747940|116030200134986619|23.0|18/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8553320222
001-230-005742980|106060200125253109|29.15|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8549080376
001-230-005748297|116300200120036023|19.55|18/07/2025 00:00:00|06/07/2025 21:39:23|06/07/2025 00:00:00|26|8546600946
001-230-005737052|100000200132291613|20.7|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8551949549
001-230-005743273|108660200134112849|26.68|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8552226331
001-230-005740828|120020200132286897|20.7|18/07/2025 00:00:00|06/07/2025 21:39:25|06/07/2025 00:00:00|26|8551310683
001-230-005746280|109830200126079836|20.7|18/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8549339393
001-230-005748114|101400200121480465|21.85|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8546691450
001-230-005738707|125660200126073161|19.55|18/07/2025 00:00:00|06/07/2025 21:39:14|06/07/2025 00:00:00|26|8549342374
001-230-005741577|106700200128663036|20.7|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8550672296
001-230-005741736|120570200135273648|16.1|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8553539394
001-230-005743082|105700200128846878|59.14|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8550681118
001-230-005748986|101430200136240737|23.23|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8553981745
001-230-005748546|117140200127528453|20.7|18/07/2025 00:00:00|06/07/2025 21:39:33|06/07/2025 00:00:00|26|8549754783
001-230-005739427|106520200122755767|14.37|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8547878122
001-230-005742794|106780200121359786|19.55|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8547185219
001-230-005749539|114830200121350769|25.3|18/07/2025 00:00:00|06/07/2025 21:39:10|06/07/2025 00:00:00|26|8547167820
001-230-005740661|120940200121484736|21.85|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8546670467
001-230-005738850|113400200125398298|19.55|18/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8549140078
001-230-005744334|121950200121516258|19.55|18/07/2025 00:00:00|06/07/2025 21:39:11|06/07/2025 00:00:00|26|8547319008
001-230-005736843|111890200128985452|23.23|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8550332658
001-230-005743032|121200200122677680|22.08|18/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8547776924
001-230-005743638|123260200129069695|20.7|18/07/2025 00:00:00|06/07/2025 21:39:26|06/07/2025 00:00:00|26|8550365352
001-230-005749919|102810200127590109|19.55|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8549353834
001-230-005739825|105690200129038582|20.7|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8550357334
001-230-005747282|101570200124175126|29.15|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8547985363
001-230-005741823|120360200127460384|14.03|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8550121259
001-230-005741613|120070200132292286|34.58|18/07/2025 00:00:00|06/07/2025 21:39:26|06/07/2025 00:00:00|26|8551320674
001-230-005750182|103210200127591012|19.55|18/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8549620928
001-230-005737022|127040200125403718|23.0|18/07/2025 00:00:00|06/07/2025 21:39:26|06/07/2025 00:00:00|26|8549163076
001-230-005745121|109070200124234798|39.02|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8547960836
001-230-005738066|111180200135264041|20.7|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8553556007
001-230-005750143|102590200138457266|18.4|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8555047927
001-230-005739826|105690200138460985|16.1|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8555065012
001-230-005744608|122490200138453616|18.63|14/07/2025 00:00:00|06/07/2025 21:39:17|06/07/2025 00:00:00|26|8555036833
001-230-005746435|107560200138456198|16.1|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555033884
001-230-005747693|116840200138459127|16.1|14/07/2025 00:00:00|06/07/2025 21:39:30|06/07/2025 00:00:00|26|8555056003
001-230-005745971|109340200123874498|19.55|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8548376946
001-230-005747918|115690200136427075|16.1|14/07/2025 00:00:00|06/07/2025 21:39:18|06/07/2025 00:00:00|26|8554226339
001-230-005744426|110290200138471112|20.93|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555066122
001-230-005736147|110850200136413650|65.08|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8554207954
001-230-005750321|102850200138470384|18.63|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555062141
001-230-005739747|118110200138473307|17.46|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555077112
001-230-005744424|110090200138470525|22.19|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555006135
001-230-005741818|120640200138413274|23.0|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8554981889
001-230-005747782|100930200138559594|20.7|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555087627
001-230-005744077|110120200138515793|12.65|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555025091
001-230-005742325|120030200138534547|20.7|14/07/2025 00:00:00|06/07/2025 21:39:26|06/07/2025 00:00:00|26|8555101048
001-230-005748471|103490200138530327|16.1|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555075907
001-230-005738738|127480200138553206|24.38|18/07/2025 00:00:00|06/07/2025 21:39:31|06/07/2025 00:00:00|26|8555026106
001-230-005739587|120550200138538293|12.65|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555009135
001-230-005743788|107270200138534241|29.75|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8554976131
001-230-005742599|120220200138514706|16.1|14/07/2025 00:00:00|06/07/2025 21:39:28|06/07/2025 00:00:00|26|8555062743
001-230-005745943|108280200138528989|19.66|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555016197
001-230-005740480|105110200138542076|21.85|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555006249
001-230-005750274|115590200138535418|21.85|18/07/2025 00:00:00|06/07/2025 21:39:16|06/07/2025 00:00:00|26|8555010234
001-230-005745520|125040200138528708|18.4|14/07/2025 00:00:00|06/07/2025 21:39:40|06/07/2025 00:00:00|26|8555078836
001-230-005745581|108940200136370513|23.0|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8554173152
001-230-005741362|121000200138528586|23.0|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555023196
001-230-005738893|126040200138542046|20.7|18/07/2025 00:00:00|06/07/2025 21:39:17|06/07/2025 00:00:00|26|8554995256
001-230-005743286|123670200138413264|16.1|14/07/2025 00:00:00|06/07/2025 21:39:29|06/07/2025 00:00:00|26|8554967903
001-230-005748779|102120200138410448|23.0|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8554987806
001-230-005746663|123900200138395324|23.0|18/07/2025 00:00:00|06/07/2025 21:39:31|06/07/2025 00:00:00|26|8554977015
001-230-005738855|114050200138430869|20.93|14/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8555041277
001-230-005737674|100090200138438937|18.4|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555042498
001-230-005746678|124420200138427142|23.0|18/07/2025 00:00:00|06/07/2025 21:39:35|06/07/2025 00:00:00|26|8555039162
001-230-005738996|127130200138438555|14.37|18/07/2025 00:00:00|06/07/2025 21:39:28|06/07/2025 00:00:00|26|8555046494
001-230-005740951|104000200138404121|12.65|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8554964599
001-230-005738292|112920200138454089|16.1|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8555039791
001-230-005750637|116720200138574528|63.25|18/07/2025 00:00:00|06/07/2025 21:39:29|06/07/2025 00:00:00|26|8554995301
001-230-005742956|121050200129060151|10.92|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8550360741
001-230-005736563|112080200138497159|16.1|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8555064416
001-230-005743599|123130200138435721|18.4|14/07/2025 00:00:00|06/07/2025 21:39:24|06/07/2025 00:00:00|26|8555029827
001-230-005740518|119020200138471833|20.7|14/07/2025 00:00:00|06/07/2025 21:39:13|06/07/2025 00:00:00|26|8555069140
001-230-005748075|114940200138475224|14.93|14/07/2025 00:00:00|06/07/2025 21:39:11|06/07/2025 00:00:00|26|8555078113
001-230-005747722|103090200138540565|18.63|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8555097231
001-230-005738131|125120200134986656|23.23|18/07/2025 00:00:00|06/07/2025 21:39:08|06/07/2025 00:00:00|26|8553328233
001-230-005742356|105060200138559991|14.03|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555104471
001-230-005742061|119800200138474165|23.0|18/07/2025 00:00:00|06/07/2025 21:39:23|06/07/2025 00:00:00|26|8555013135
001-230-005749576|115680200138517170|24.13|14/07/2025 00:00:00|06/07/2025 21:39:17|06/07/2025 00:00:00|26|8555070756
001-230-005741632|118830200138471732|18.63|14/07/2025 00:00:00|06/07/2025 21:39:11|06/07/2025 00:00:00|26|8555056183
001-230-005746378|108390200138509749|23.0|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8554978197
001-230-005745237|109140200138519341|20.93|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555057878
001-230-005744605|122750200138533447|13.8|14/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8555094066
001-230-005739198|112530200138507811|20.93|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555062571
001-230-005747251|117640200138503797|12.65|18/07/2025 00:00:00|06/07/2025 21:39:39|06/07/2025 00:00:00|26|8555076392
001-230-005741776|119870200138515661|16.1|14/07/2025 00:00:00|06/07/2025 21:39:24|06/07/2025 00:00:00|26|8555058774
001-230-005736425|111030200138538106|18.4|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8555086197
001-230-005740793|120120200138504628|20.93|14/07/2025 00:00:00|06/07/2025 21:39:27|06/07/2025 00:00:00|26|8555065472
001-230-005739545|103980200134979585|20.7|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8553304232
001-230-005743680|123990200129044699|17.25|18/07/2025 00:00:00|06/07/2025 21:39:32|06/07/2025 00:00:00|26|8550346723
001-230-005750239|115330200128997255|26.91|18/07/2025 00:00:00|06/07/2025 21:39:14|06/07/2025 00:00:00|26|8550350675
001-230-005737590|127370200121362769|22.08|18/07/2025 00:00:00|06/07/2025 21:39:30|06/07/2025 00:00:00|26|8547189212
001-230-005748151|102830200138586415|11.5|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555096970
001-230-005740282|106280200127479154|23.0|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8550125525
001-230-005742601|120160200132310719|19.55|18/07/2025 00:00:00|06/07/2025 21:39:28|06/07/2025 00:00:00|26|8551319681
001-230-005742670|119510200132165290|23.0|18/07/2025 00:00:00|06/07/2025 21:39:19|06/07/2025 00:00:00|26|8552036674
001-230-005737611|112230200129058664|17.25|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8550333366
001-230-005742010|118260200134868802|14.03|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8553356053
001-230-005746774|107090200126050189|23.0|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8549364356
001-230-005738807|125070200134125279|23.23|18/07/2025 00:00:00|06/07/2025 21:39:08|06/07/2025 00:00:00|26|8552162739
001-230-005750612|114460200128674785|22.08|18/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8550669513
001-230-005741229|119550200126080645|19.55|18/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8549353384
001-230-005738436|114130200132301939|25.53|18/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8551311677
001-230-005738181|112820200135460902|102.02|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8553478706
001-230-005749943|102690200135453452|15.64|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8553522636
001-230-005736380|111380200125265184|25.53|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8549075024
001-230-005746969|122380200124234148|20.7|18/07/2025 00:00:00|06/07/2025 21:39:16|06/07/2025 00:00:00|26|8547976617
001-230-005747146|101890200136413765|18.14|14/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8554223015
001-230-005739742|120550200129116682|23.0|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8550857114
001-230-005741717|105490200128660032|22.08|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8550663342
001-230-005741735|120570200124496676|27.6|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8548726366
001-230-005745083|108780200135273367|18.17|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8553522130
001-230-005736542|126120200121481015|19.55|18/07/2025 00:00:00|06/07/2025 21:39:18|06/07/2025 00:00:00|26|8546668923
001-230-005747198|102790200127429065|43.49|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8550109264
001-230-005743591|123300200135446219|14.26|14/07/2025 00:00:00|06/07/2025 21:39:26|06/07/2025 00:00:00|26|8553521454
001-230-005742124|119340200122931653|24.38|18/07/2025 00:00:00|06/07/2025 21:39:17|06/07/2025 00:00:00|26|8547962034
001-230-005741200|105630200134110171|19.55|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8552200685
001-230-005736209|112270200126032935|14.37|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8549366347
001-230-005745717|124830200132290784|19.78|18/07/2025 00:00:00|06/07/2025 21:39:38|06/07/2025 00:00:00|26|8551936577
001-230-005741665|105320200126084681|20.7|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8549346377
001-230-005742825|121390200129038090|17.25|18/07/2025 00:00:00|06/07/2025 21:39:09|06/07/2025 00:00:00|26|8550357333
001-230-005736567|112420200134864560|19.55|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8553282957
001-230-005746556|122030200129074318|23.23|18/07/2025 00:00:00|06/07/2025 21:39:12|06/07/2025 00:00:00|26|8550376343
001-230-005746925|110030200136398187|18.4|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8554216783
001-230-005742600|120220200126097250|19.55|18/07/2025 00:00:00|06/07/2025 21:39:28|06/07/2025 00:00:00|26|8549322362
001-230-005738627|113600200136271593|18.63|14/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8554065148
001-230-005745304|122880200122709506|19.55|18/07/2025 00:00:00|06/07/2025 21:39:22|06/07/2025 00:00:00|26|8547837625
001-230-005741026|104470200122715071|19.55|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8547841805
001-230-005743722|124500200136400441|18.63|14/07/2025 00:00:00|06/07/2025 21:39:36|06/07/2025 00:00:00|26|8554215850
001-230-005736637|126090200125414109|23.23|18/07/2025 00:00:00|06/07/2025 21:39:18|06/07/2025 00:00:00|26|8549154079
001-230-005743187|107190200135266677|18.63|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8553530194
001-230-005741825|120360200120183170|14.37|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8546694156
001-230-005742460|121360200135457230|32.2|14/07/2025 00:00:00|06/07/2025 21:39:09|06/07/2025 00:00:00|26|8553534692
