NUMERO_FACTURA|ID_CONTRATO|VALOR_FACTURADO|FECHA_MAX_PAGO|FECHA_FACTURACION|FECHA_CORTE|CICLO_FACTURACION|CUENTA
001-230-005747859|117310200138514590|16.1|14/07/2025 00:00:00|06/07/2025 21:39:35|06/07/2025 00:00:00|26|8555068732
001-230-005739591|104620200138539914|18.63|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8555099214
001-230-005748560|117460200138528488|46.23|14/07/2025 00:00:00|06/07/2025 21:39:36|06/07/2025 00:00:00|26|8555064960
001-230-005749931|102900200138538734|20.93|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555084232
001-230-005737595|127140200138520015|20.7|18/07/2025 00:00:00|06/07/2025 21:39:28|06/07/2025 00:00:00|26|8555025093
001-230-005746123|107570200138516609|20.93|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555056819
001-230-005750416|102470200138434420|34.5|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8555037369
001-230-005744317|121560200138505016|18.4|14/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8555078392
001-230-005741274|105850200138539802|21.85|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8554978248
001-230-005739167|125170200138550271|16.21|14/07/2025 00:00:00|06/07/2025 21:39:08|06/07/2025 00:00:00|26|8555074923
001-230-005738059|126370200127588326|15.81|18/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8549725837
001-230-005748264|102170200138540534|24.38|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8555000240
001-230-005748121|102160200138560064|18.4|14/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8555085631
001-230-005741283|119400200138562108|23.23|18/07/2025 00:00:00|06/07/2025 21:39:18|06/07/2025 00:00:00|26|8554996272
001-230-005750298|101600200138563648|20.7|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555017149
001-230-005742695|104140200138563688|12.65|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8554941141
001-230-005750054|103540200138564138|18.4|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555087739
001-230-005748105|100300200138554538|16.1|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555102406
001-230-005747604|101560200138557479|15.18|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555001268
001-230-005745912|122510200138568587|23.23|18/07/2025 00:00:00|06/07/2025 21:39:17|06/07/2025 00:00:00|26|8555001287
001-230-005740630|119570200138567170|16.1|14/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8555084853
001-230-005749737|100540200138558042|15.18|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555010269
001-230-005746789|122220200138568306|22.08|14/07/2025 00:00:00|06/07/2025 21:39:14|06/07/2025 00:00:00|26|8555102763
001-230-005743312|121830200138422413|20.7|18/07/2025 00:00:00|06/07/2025 21:39:09|06/07/2025 00:00:00|26|8555054048
001-230-005741104|119320200138562748|25.53|18/07/2025 00:00:00|06/07/2025 21:39:17|06/07/2025 00:00:00|26|8555000275
001-230-005745037|108000200138563255|16.1|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8555093716
001-230-005737226|127590200138564873|18.63|14/07/2025 00:00:00|06/07/2025 21:39:32|06/07/2025 00:00:00|26|8555098702
001-230-005748009|117830200138565442|11.73|14/07/2025 00:00:00|06/07/2025 21:39:42|06/07/2025 00:00:00|26|8555089812
001-230-005749031|115310200138541616|16.1|14/07/2025 00:00:00|06/07/2025 21:39:15|06/07/2025 00:00:00|26|8555089288
001-230-005747951|115890200138557754|9.76|14/07/2025 00:00:00|06/07/2025 21:39:19|06/07/2025 00:00:00|26|8555099584
001-230-005740744|119520200138558350|22.72|14/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8555079912
001-230-005737007|100000200138559728|25.53|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555001277
001-230-005744410|109860200138560557|16.1|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555105036
001-230-005744097|109400200138553491|29.75|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8554993154
001-230-005748334|101260200138568358|18.63|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8555100485
001-230-005750160|117790200138555579|14.26|14/07/2025 00:00:00|06/07/2025 21:39:40|06/07/2025 00:00:00|26|8555087517
001-230-005743104|106080200138557167|16.21|14/07/2025 00:00:00|06/07/2025 21:38:56|06/07/2025 00:00:00|26|8555080509
001-230-005750633|116720200138558861|16.1|14/07/2025 00:00:00|06/07/2025 21:39:29|06/07/2025 00:00:00|26|8555088632
001-230-005742196|118960200138562123|11.5|14/07/2025 00:00:00|06/07/2025 21:39:13|06/07/2025 00:00:00|26|8555090655
001-230-005750453|114510200138563080|20.7|18/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8555009146
001-230-005746413|121810200138563203|41.63|14/07/2025 00:00:00|06/07/2025 21:39:09|06/07/2025 00:00:00|26|8555097681
001-230-005738672|100060200138563526|12.65|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8554997153
001-230-005743522|108490200138566721|23.0|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8555025118
001-230-005741290|119550200138566617|16.1|14/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8555092823
001-230-005740134|104680200138568874|16.1|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8555104726
001-230-005745009|122290200138569659|20.7|18/07/2025 00:00:00|06/07/2025 21:39:15|06/07/2025 00:00:00|26|8554995294
001-230-005745108|109190200138559419|16.1|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555094605
001-230-005749249|116630200138558271|11.73|14/07/2025 00:00:00|06/07/2025 21:39:28|06/07/2025 00:00:00|26|8555095535
001-230-005736145|100050200138561000|16.1|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555085660
001-230-005745015|122720200138565376|20.7|14/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8555090757
001-230-005736596|125220200138562488|18.63|14/07/2025 00:00:00|06/07/2025 21:39:08|06/07/2025 00:00:00|26|8555102635
001-230-005750187|101500200138566703|20.93|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555095764
001-230-005748541|103400200138567429|16.33|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555089536
001-230-005737339|100210200138567583|16.1|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555095784
001-230-005749879|114350200138554345|18.17|14/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8555083501
001-230-005747831|115020200138552070|18.4|14/07/2025 00:00:00|06/07/2025 21:39:12|06/07/2025 00:00:00|26|8555090401
001-230-005739717|104200200138556792|21.85|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555027109
001-230-005738246|126870200138558691|20.7|18/07/2025 00:00:00|06/07/2025 21:39:25|06/07/2025 00:00:00|26|8555020114
001-230-005749677|117050200138558952|16.1|14/07/2025 00:00:00|06/07/2025 21:39:32|06/07/2025 00:00:00|26|8555088635
001-230-005744327|122180200138563126|20.7|18/07/2025 00:00:00|06/07/2025 21:39:14|06/07/2025 00:00:00|26|8555012274
001-230-005749016|102930200138572098|23.0|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555014283
001-230-005736470|100190200138567178|16.1|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555104696
001-230-005746830|123830200138553886|16.1|14/07/2025 00:00:00|06/07/2025 21:39:31|06/07/2025 00:00:00|26|8555085478
001-230-005739053|113650200138552253|14.03|14/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8555086410
001-230-005750218|102280200138569647|18.63|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8555085859
001-230-005747920|115690200138553387|12.65|18/07/2025 00:00:00|06/07/2025 21:39:18|06/07/2025 00:00:00|26|8555012254
001-230-005744271|124730200138562991|18.63|14/07/2025 00:00:00|06/07/2025 21:39:37|06/07/2025 00:00:00|26|8555100697
001-230-005742386|121140200138563256|18.4|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555085724
001-230-005736683|111790200138554088|18.63|14/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8555092502
001-230-005739176|126680200138556327|24.38|18/07/2025 00:00:00|06/07/2025 21:39:23|06/07/2025 00:00:00|26|8555015261
001-230-005742697|104140200138556433|16.1|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555085538
001-230-005742740|105610200138560387|11.73|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8555093638
001-230-005742173|121110200126070469|20.7|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8549347707
001-230-005750591|117120200138412567|21.85|18/07/2025 00:00:00|06/07/2025 21:39:33|06/07/2025 00:00:00|26|8554990877
001-230-005745448|109650200138576194|8.62|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8555102867
001-230-005744766|107800200138578356|34.48|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555106034
001-230-005740061|106310200138579096|16.1|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555105411
001-230-005743073|120480200138587647|14.26|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555110065
001-230-005738630|113600200138574784|16.1|14/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8555093906
001-230-005747469|115470200138581463|18.63|14/07/2025 00:00:00|06/07/2025 21:39:16|06/07/2025 00:00:00|26|8555117090
001-230-005744337|109330200138581503|16.1|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8555118063
001-230-005740080|104500200138587610|15.48|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8555027128
001-230-005739291|114120200138578501|14.03|14/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8555110017
001-230-005736191|111330200138582923|18.63|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555125048
001-230-005736715|127990200138583979|14.03|14/07/2025 00:00:00|06/07/2025 21:39:35|06/07/2025 00:00:00|26|8555117110
001-230-005750022|116100200138587484|18.63|14/07/2025 00:00:00|06/07/2025 21:39:22|06/07/2025 00:00:00|26|8555124187
001-230-005741368|118190200122932038|21.85|18/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8547941082
001-230-005740131|106770200138588996|18.63|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555124223
001-230-005738989|126240200138537575|19.66|18/07/2025 00:00:00|06/07/2025 21:39:19|06/07/2025 00:00:00|26|8554995242
001-230-005739607|104260200138543255|12.65|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555026103
001-230-005736441|100080200138588529|16.1|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555124212
001-230-005746403|107860200138585122|14.03|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8555119115
001-230-005740138|104980200138585181|16.1|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555124115
001-230-005742106|105860200138431148|27.6|18/07/2025 00:00:00|06/07/2025 21:38:56|06/07/2025 00:00:00|26|8555045291
001-230-005739878|106070200123839325|36.41|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8548378664
001-230-005744345|121950200138592660|18.4|14/07/2025 00:00:00|06/07/2025 21:39:11|06/07/2025 00:00:00|26|8555116305
001-230-005736110|113660200138587590|14.03|14/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8555106233
001-230-005739873|106070200138549456|15.18|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555000249
001-230-005739500|103570200138586861|28.75|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555119219
001-230-005740634|119390200138578869|16.1|14/07/2025 00:00:00|06/07/2025 21:39:18|06/07/2025 00:00:00|26|8555117003
001-230-005742161|104820200138538109|27.83|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555002136
001-230-005737083|112760200138573279|11.5|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8555091859
001-230-005738589|113720200138580048|33.05|14/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8555106108
001-230-005738653|126100200138583687|11.73|14/07/2025 00:00:00|06/07/2025 21:39:18|06/07/2025 00:00:00|26|8555113138
001-230-005741092|121420200138583193|18.63|14/07/2025 00:00:00|06/07/2025 21:39:09|06/07/2025 00:00:00|26|8555118070
001-230-005740051|104590200138589001|16.1|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8555116277
001-230-005738307|111320200138582434|16.1|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555111127
001-230-005736580|113480200138582174|14.03|14/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8555106151
001-230-005739428|106520200138529263|20.7|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555014209
001-230-005741205|105760200138573983|23.23|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8555103795
001-230-005741357|117910200138582720|18.63|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8555121081
001-230-005739943|103930200138586792|18.63|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555106316
001-230-005740378|104340200138587454|11.5|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8555121200
001-230-005747614|101720200138583775|29.88|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8555113141
001-230-005742486|118180200138584461|16.1|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8555122101
001-230-005747417|117220200138591777|82.8|14/07/2025 00:00:00|06/07/2025 21:39:34|06/07/2025 00:00:00|26|8555121268
001-230-005750084|117570200138585699|11.5|14/07/2025 00:00:00|06/07/2025 21:39:38|06/07/2025 00:00:00|26|8555107240
001-230-005745254|122900200138547681|20.7|18/07/2025 00:00:00|06/07/2025 21:39:22|06/07/2025 00:00:00|26|8555015248
001-230-005749357|117660200138576915|16.21|14/07/2025 00:00:00|06/07/2025 21:39:39|06/07/2025 00:00:00|26|8555086956
001-230-005737343|100210200138580746|18.63|14/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8555102981
001-230-005737392|113200200138438516|21.85|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8555035516
001-230-005737388|113200200121346243|53.56|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8547166791
001-230-005740913|119930200138308184|16.1|14/07/2025 00:00:00|06/07/2025 21:39:25|06/07/2025 00:00:00|26|8554921101
001-230-005742552|121430200136327913|16.1|14/07/2025 00:00:00|06/07/2025 21:39:09|06/07/2025 00:00:00|26|8554132820
001-230-005746762|109600200136318046|16.1|14/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8554138567
001-230-005739264|113980200136225911|20.93|14/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8554049446
001-230-005738625|113600200138454661|3.83|14/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8555036858
001-230-005741702|120900200126072959|20.7|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8549352751
001-230-005739766|105510200129080363|22.08|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8550366332
001-230-005742375|121070200136431542|18.4|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8554225417
001-230-005748741|114260200132293794|20.7|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8551975489
001-230-005741786|119690200126055763|23.0|18/07/2025 00:00:00|06/07/2025 21:39:22|06/07/2025 00:00:00|26|8549339376
001-230-005747732|103190200136418273|15.18|18/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8554171185
001-230-005749841|117490200132274793|20.7|18/07/2025 00:00:00|06/07/2025 21:39:37|06/07/2025 00:00:00|26|8551301659
001-230-005736659|126670200136365630|12.65|18/07/2025 00:00:00|06/07/2025 21:39:23|06/07/2025 00:00:00|26|8554176142
001-230-005746861|109450200136433420|18.63|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8554237403
001-230-005742118|117870200107524313|19.55|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8541157173
001-230-005746868|107710200122704312|24.15|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8547837520
001-230-005750162|117790200127571449|20.7|18/07/2025 00:00:00|06/07/2025 21:39:40|06/07/2025 00:00:00|26|8549359829
001-230-005741686|106960200134910289|19.55|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8553313098
001-230-005745212|121850200130833293|20.7|18/07/2025 00:00:00|06/07/2025 21:39:09|06/07/2025 00:00:00|26|8551314214
001-230-005750660|101240200135449122|12.29|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8553540538
001-230-005736358|111390200134847692|11.5|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8553294656
001-230-005749330|114410200120158347|19.55|18/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8546667074
001-230-005737024|127040200132295892|20.7|18/07/2025 00:00:00|06/07/2025 21:39:26|06/07/2025 00:00:00|26|8551964548
001-230-005745791|124670200138509906|4.79|14/07/2025 00:00:00|06/07/2025 21:39:37|06/07/2025 00:00:00|26|8555058646
001-230-005744520|108010200132286944|23.0|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8551977477
001-230-005745331|108640200136403013|16.1|14/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8554200849
001-230-005739856|120390200136414337|13.68|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8554220948
001-230-005740948|118280200136012318|20.93|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8553904626
001-230-005749342|116090200136420730|14.26|14/07/2025 00:00:00|06/07/2025 21:39:21|06/07/2025 00:00:00|26|8554221206
001-230-005743492|121580200132166546|22.08|18/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8552036711
001-230-005740655|120380200136433734|11.5|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8554225430
001-230-005746491|107420200121493829|19.55|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8546669930
001-230-005736702|127890200124214354|20.7|18/07/2025 00:00:00|06/07/2025 21:39:34|06/07/2025 00:00:00|26|8547967596
001-230-005748124|102160200135273722|14.26|14/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8553539395
001-230-005746842|108720200135275010|11.73|14/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8553539414
001-230-005746090|109030200124196364|31.45|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8547985370
001-230-005740247|104210200135451248|18.63|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8553542563
001-230-005744955|107470200134129759|17.25|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8552225344
001-230-005746083|107500200135276622|17.34|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8553475457
001-230-005746517|109010200136423808|25.6|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8554237202
001-230-005739594|104830200121502192|19.55|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8547281031
001-230-005743977|108740200135458115|19.78|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8553564033
001-230-005739598|104050200135274843|20.7|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8553571021
001-230-005744743|123230200135269116|14.03|14/07/2025 00:00:00|06/07/2025 21:39:25|06/07/2025 00:00:00|26|8553478283
001-230-005740309|105440200135265305|16.1|14/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8553478175
001-230-005743092|119190200135264990|16.1|14/07/2025 00:00:00|06/07/2025 21:39:15|06/07/2025 00:00:00|26|8553539163
001-230-005740838|117970200135272056|12.29|14/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8553476123
001-230-005749227|114580200136381617|21.85|18/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8554188081
001-230-005742094|105860200135459765|16.1|14/07/2025 00:00:00|06/07/2025 21:38:56|06/07/2025 00:00:00|26|8553530712
001-230-005749962|115960200127458048|29.15|18/07/2025 00:00:00|06/07/2025 21:39:19|06/07/2025 00:00:00|26|8549322711
001-230-005743303|121720200136382342|12.65|18/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8554178146
001-230-005748243|102170200135260018|20.7|18/07/2025 00:00:00|06/07/2025 21:39:01|06/07/2025 00:00:00|26|8553562000
001-230-005744532|108110200136287145|20.7|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8554084551
001-230-005749331|114410200136220693|18.4|14/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8554046308
001-230-005740455|106740200135460255|38.17|14/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8553539695
001-230-005747018|116760200136430663|16.1|14/07/2025 00:00:00|06/07/2025 21:39:29|06/07/2025 00:00:00|26|8554241337
001-230-005746263|110360200134969209|23.0|18/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8553349104
001-230-005736521|113280200135452693|14.26|14/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8553522621
001-230-005744370|107890200130823936|23.0|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8551308216
001-230-005741316|118360200126078543|31.45|18/07/2025 00:00:00|06/07/2025 21:39:06|06/07/2025 00:00:00|26|8549363378
001-230-005741942|117980200132166089|23.0|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8552033665
001-230-005749826|101550200129056169|23.38|18/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8550367335
001-230-005739989|103800200128848397|23.0|18/07/2025 00:00:00|06/07/2025 21:38:57|06/07/2025 00:00:00|26|8550739070
001-230-005739495|104480200136322116|16.1|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8554131655
001-230-005747086|101110200132279923|20.7|18/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8551305640
001-230-005743374|108990200136417167|31.31|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8554224103
001-230-005741308|104160200136381636|12.65|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8554209703
001-230-005736726|126410200136347961|21.85|18/07/2025 00:00:00|06/07/2025 21:39:20|06/07/2025 00:00:00|26|8554184061
001-230-005746779|107820200136425238|18.4|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8554229277
001-230-005745453|110080200132169198|24.15|18/07/2025 00:00:00|06/07/2025 21:39:05|06/07/2025 00:00:00|26|8552039740
001-230-005749025|115070200136288449|21.85|18/07/2025 00:00:00|06/07/2025 21:39:12|06/07/2025 00:00:00|26|8554061542
001-230-005749658|115530200126041237|25.53|18/07/2025 00:00:00|06/07/2025 21:39:16|06/07/2025 00:00:00|26|8549328762
001-230-005741095|119030200136417022|22.19|18/07/2025 00:00:00|06/07/2025 21:39:13|06/07/2025 00:00:00|26|8554195086
001-230-005740075|106890200136432832|35.64|14/07/2025 00:00:00|06/07/2025 21:38:59|06/07/2025 00:00:00|26|8554226432
001-230-005737156|112710200130830639|19.55|18/07/2025 00:00:00|06/07/2025 21:39:04|06/07/2025 00:00:00|26|8551319210
001-230-005747890|115690200135270949|20.93|14/07/2025 00:00:00|06/07/2025 21:39:18|06/07/2025 00:00:00|26|8553533318
001-230-005748761|116360200134975425|28.98|18/07/2025 00:00:00|06/07/2025 21:39:24|06/07/2025 00:00:00|26|8553307127
001-230-005745919|107680200127546035|19.55|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8549736807
001-230-005748138|116340200134984268|23.23|18/07/2025 00:00:00|06/07/2025 21:39:24|06/07/2025 00:00:00|26|8553343100
001-230-005746469|124680200135449118|16.33|14/07/2025 00:00:00|06/07/2025 21:39:37|06/07/2025 00:00:00|26|8553521520
001-230-005749925|102910200134976144|25.53|18/07/2025 00:00:00|06/07/2025 21:39:03|06/07/2025 00:00:00|26|8553325226
001-230-005738746|127420200120028237|29.9|18/07/2025 00:00:00|06/07/2025 21:39:30|06/07/2025 00:00:00|26|8546601905
001-230-005736146|110850200132301319|19.55|18/07/2025 00:00:00|06/07/2025 21:38:58|06/07/2025 00:00:00|26|8551309648
001-230-005742234|120100200136424024|14.26|14/07/2025 00:00:00|06/07/2025 21:39:27|06/07/2025 00:00:00|26|8554227248
001-230-005736126|112070200132278843|23.23|18/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8551978465
001-230-005747154|102570200136421471|18.63|14/07/2025 00:00:00|06/07/2025 21:39:02|06/07/2025 00:00:00|26|8554232155
001-230-005745251|122900200126085449|32.43|18/07/2025 00:00:00|06/07/2025 21:39:22|06/07/2025 00:00:00|26|8549342384
001-230-005741326|118810200125937127|20.7|18/07/2025 00:00:00|06/07/2025 21:39:11|06/07/2025 00:00:00|26|8549520543
001-230-005749445|114600200136267216|28.75|14/07/2025 00:00:00|06/07/2025 21:39:07|06/07/2025 00:00:00|26|8554082018
001-230-005740752|118580200128665592|42.78|18/07/2025 00:00:00|06/07/2025 21:39:08|06/07/2025 00:00:00|26|8550654536
001-230-005748888|101680200136417413|16.1|14/07/2025 00:00:00|06/07/2025 21:39:00|06/07/2025 00:00:00|26|8554243013
001-230-005744867|123930200134863887|20.7|18/07/2025 00:00:00|06/07/2025 21:39:31|06/07/2025 00:00:00|26|8553294926
